match_id,winner,turns,outcome,seed,duration,cost,player_order_source,first_player,players,player_costs
match_01fb1183,GPT5Mini-AO,16,win,15265,57.284817934036255,0.0096498,console,FlashLite-RC-TR-HP,"FlashLite-RC-TR-HP,GPT5Mini-AO","{""FlashLite-RC-TR-HP"": 0.0010338, ""GPT5Mini-AO"": 0.008616}"
match_03345c5c,GPT5Mini-AO,16,win,15243,68.48707222938538,0.010021100000000002,console,FlashLite-RC-TR-HP,"FlashLite-RC-TR-HP,GPT5Mini-AO","{""FlashLite-RC-TR-HP"": 0.0013171, ""GPT5Mini-AO"": 0.008704000000000002}"
match_0e75798f,GPT5Mini-AO,9,win,15255,51.85583829879761,0.0077267,console,GPT5Mini-AO,"GPT5Mini-AO,FlashLite-RC-TR-HP","{""GPT5Mini-AO"": 0.007361, ""FlashLite-RC-TR-HP"": 0.0003657}"
match_111cf3ba,GPT5Mini-AO,11,win,15243,45.32656455039978,0.0065806499999999995,console,GPT5Mini-AO,"GPT5Mini-AO,FlashLite-RC-TR-HP","{""GPT5Mini-AO"": 0.006043249999999999, ""FlashLite-RC-TR-HP"": 0.0005374}"
match_12f1ca93,FlashLite-RC-TR-HP,25,win,15254,115.26537585258484,0.0172602,console,FlashLite-RC-TR-HP,"FlashLite-RC-TR-HP,GPT5Mini-AO","{""FlashLite-RC-TR-HP"": 0.0028607000000000003, ""GPT5Mini-AO"": 0.014399499999999999}"
match_15742412,GPT5Mini-AO,25,win,15247,226.73893237113953,0.0359854,console,GPT5Mini-AO,"GPT5Mini-AO,FlashLite-RC-TR-HP","{""GPT5Mini-AO"": 0.03372, ""FlashLite-RC-TR-HP"": 0.0022654000000000003}"
match_198f51ea,GPT5Mini-AO,25,win,15242,210.0125093460083,0.0353631,console,GPT5Mini-AO,"GPT5Mini-AO,FlashLite-RC-TR-HP","{""GPT5Mini-AO"": 0.032898000000000004, ""FlashLite-RC-TR-HP"": 0.0024651000000000005}"
match_1b3fa6f1,GPT5Mini-AO,25,win,15264,89.674471616745,0.01666,console,GPT5Mini-AO,"GPT5Mini-AO,FlashLite-RC-TR-HP","{""GPT5Mini-AO"": 0.014484000000000002, ""FlashLite-RC-TR-HP"": 0.002176}"
match_203613ce,FlashLite-RC-TR-HP,25,win,15252,135.6099889278412,0.0213083,console,FlashLite-RC-TR-HP,"FlashLite-RC-TR-HP,GPT5Mini-AO","{""FlashLite-RC-TR-HP"": 0.0029767999999999995, ""GPT5Mini-AO"": 0.0183315}"
match_255eedf9,GPT5Mini-AO,9,win,15263,58.611122608184814,0.0078925,console,GPT5Mini-AO,"GPT5Mini-AO,FlashLite-RC-TR-HP","{""GPT5Mini-AO"": 0.007391, ""FlashLite-RC-TR-HP"": 0.0005015}"
match_44d32458,GPT5Mini-AO,25,win,15254,81.22592830657959,0.015089600000000002,console,GPT5Mini-AO,"GPT5Mini-AO,FlashLite-RC-TR-HP","{""GPT5Mini-AO"": 0.012882000000000001, ""FlashLite-RC-TR-HP"": 0.0022076}"
match_609c0df8,FlashLite-RC-TR-HP,25,win,15262,91.12131977081299,0.0159359,console,FlashLite-RC-TR-HP,"FlashLite-RC-TR-HP,GPT5Mini-AO","{""FlashLite-RC-TR-HP"": 0.0029164000000000004, ""GPT5Mini-AO"": 0.0130195}"
match_64552305,GPT5Mini-AO,25,win,15250,168.4116725921631,0.025677,console,GPT5Mini-AO,"GPT5Mini-AO,FlashLite-RC-TR-HP","{""GPT5Mini-AO"": 0.022987999999999998, ""FlashLite-RC-TR-HP"": 0.002689}"
match_67adeb43,GPT5Mini-AO,25,win,15261,91.29321527481079,0.017195600000000002,console,GPT5Mini-AO,"GPT5Mini-AO,FlashLite-RC-TR-HP","{""GPT5Mini-AO"": 0.014904, ""FlashLite-RC-TR-HP"": 0.0022916}"
match_6c41ff85,GPT5Mini-AO,25,win,15260,100.59378409385681,0.0179733,console,GPT5Mini-AO,"GPT5Mini-AO,FlashLite-RC-TR-HP","{""GPT5Mini-AO"": 0.014964000000000002, ""FlashLite-RC-TR-HP"": 0.0030093000000000003}"
match_6e025af3,GPT5Mini-AO,25,win,15246,107.1228175163269,0.016673200000000003,console,GPT5Mini-AO,"GPT5Mini-AO,FlashLite-RC-TR-HP","{""GPT5Mini-AO"": 0.014388000000000001, ""FlashLite-RC-TR-HP"": 0.0022852000000000003}"
match_744a9b44,FlashLite-RC-TR-HP,25,win,15255,72.01430892944336,0.013347500000000002,console,FlashLite-RC-TR-HP,"FlashLite-RC-TR-HP,GPT5Mini-AO","{""FlashLite-RC-TR-HP"": 0.002502, ""GPT5Mini-AO"": 0.010845500000000001}"
match_76ed3124,GPT5Mini-AO,25,win,15245,103.78711700439453,0.0164351,console,GPT5Mini-AO,"GPT5Mini-AO,FlashLite-RC-TR-HP","{""GPT5Mini-AO"": 0.014008, ""FlashLite-RC-TR-HP"": 0.0024271}"
match_780ead90,FlashLite-RC-TR-HP,25,win,15251,106.56965899467468,0.0162055,console,FlashLite-RC-TR-HP,"FlashLite-RC-TR-HP,GPT5Mini-AO","{""FlashLite-RC-TR-HP"": 0.002732, ""GPT5Mini-AO"": 0.013473500000000001}"
match_82e5046c,GPT5Mini-AO,25,win,15256,207.893048286438,0.029052100000000004,console,GPT5Mini-AO,"GPT5Mini-AO,FlashLite-RC-TR-HP","{""GPT5Mini-AO"": 0.024754000000000005, ""FlashLite-RC-TR-HP"": 0.004298100000000001}"
match_832419c1,FlashLite-RC-TR-HP,25,win,15249,106.48800730705261,0.0162683,console,FlashLite-RC-TR-HP,"FlashLite-RC-TR-HP,GPT5Mini-AO","{""FlashLite-RC-TR-HP"": 0.0030748, ""GPT5Mini-AO"": 0.013193499999999999}"
match_83705a3a,FlashLite-RC-TR-HP,25,win,15260,76.94930791854858,0.013876100000000002,console,FlashLite-RC-TR-HP,"FlashLite-RC-TR-HP,GPT5Mini-AO","{""FlashLite-RC-TR-HP"": 0.0025826, ""GPT5Mini-AO"": 0.011293500000000001}"
match_91317f51,FlashLite-RC-TR-HP,25,win,15261,95.9360785484314,0.0173922,console,FlashLite-RC-TR-HP,"FlashLite-RC-TR-HP,GPT5Mini-AO","{""FlashLite-RC-TR-HP"": 0.0025007000000000002, ""GPT5Mini-AO"": 0.0148915}"
match_95bf9a53,GPT5Mini-AO,25,win,15262,259.4509217739105,0.022567400000000005,console,GPT5Mini-AO,"GPT5Mini-AO,FlashLite-RC-TR-HP","{""GPT5Mini-AO"": 0.019994000000000005, ""FlashLite-RC-TR-HP"": 0.0025734000000000004}"
match_96253e05,GPT5Mini-AO,16,win,15245,61.62658476829529,0.009505600000000001,console,FlashLite-RC-TR-HP,"FlashLite-RC-TR-HP,GPT5Mini-AO","{""FlashLite-RC-TR-HP"": 0.0009796, ""GPT5Mini-AO"": 0.008526}"
match_974c1015,FlashLite-RC-TR-HP,25,win,15257,63.47868871688843,0.012893499999999999,console,FlashLite-RC-TR-HP,"FlashLite-RC-TR-HP,GPT5Mini-AO","{""FlashLite-RC-TR-HP"": 0.002792, ""GPT5Mini-AO"": 0.0101015}"
match_99b4d01e,FlashLite-RC-TR-HP,23,win,15258,60.913734436035156,0.011944299999999998,console,FlashLite-RC-TR-HP,"FlashLite-RC-TR-HP,GPT5Mini-AO","{""FlashLite-RC-TR-HP"": 0.0022857999999999997, ""GPT5Mini-AO"": 0.009658499999999999}"
match_a97ee655,FlashLite-RC-TR-HP,25,win,15246,106.28476548194885,0.014988800000000002,console,FlashLite-RC-TR-HP,"FlashLite-RC-TR-HP,GPT5Mini-AO","{""FlashLite-RC-TR-HP"": 0.0028433, ""GPT5Mini-AO"": 0.012145500000000002}"
